input_date,weekofyear,input_week_day,puin,cnt
20190824,34,6,3533876209,369
20190827,35,2,1001000286087,297
20191009,41,3,1781807461,1176
20191014,42,1,1683952717,687
20191017,42,4,1992602239,100
20191016,42,3,2164312964,503
20190925,39,3,2158351255,624
20190914,37,6,1761713149,317
20190920,38,5,1781807216,1194
20190903,36,2,1542698720,451
20191010,41,4,3321779464,305
20191012,41,6,1685161793,52
20190901,35,7,3592397569,979
20190909,37,1,3428867428,187
20191013,41,7,1685161374,42
20190824,34,6,1781808832,777
20190930,40,1,2158351255,615
20190904,36,3,2976786729,613
20190911,37,3,1685161287,216
20190911,37,3,1781807216,1369
20190928,39,6,2931323584,179
20191006,40,7,2680486890,501
20191006,40,7,1992602239,69
20190913,37,5,1781807216,970
20191008,41,2,3107361624,919
20191016,42,3,1781806667,1164
20190930,40,1,1781808832,1140
20190826,35,1,1781808719,1334
20190907,36,6,1781806667,995
20190827,35,2,1761715460,560
20190915,37,7,2976786729,134
20191018,42,5,2158351255,573
20191013,41,7,1685161819,46
20191004,40,5,1685161793,189
20190824,34,6,1761714540,566
20190822,34,4,1761715460,601
20190911,37,3,3531033244,462
20191002,40,3,1781806734,676
20190908,36,7,1685161793,260
20190912,37,4,3533876209,318
20190913,37,5,1761714989,389
20190823,34,5,1761713544,762
20190822,34,4,1781808471,1410
20190825,34,7,1781808471,894
20190915,37,7,1761715377,314
20190913,37,5,1761713545,371
20190930,40,1,3533876209,3
20190817,33,6,2713129639,279504
20190818,33,7,1781806251,1153
20190914,37,6,1761713545,352
20190927,39,5,2931323584,407
20190830,35,5,1781808703,1522
20190911,37,3,1685161147,238
20191018,42,5,3507123484,378
20190907,36,6,1001000286087,78
20191013,41,7,3357604587,420
20190911,37,3,2158351255,611
20190912,37,4,1992602239,2787
20190920,38,5,1781808703,1231
20191007,41,1,1759863460,896
20191012,41,6,1781808143,879
20191018,42,5,1781809788,1161
20190824,34,6,1761713544,525
20190911,37,3,1685161748,224
20191001,40,2,1781807016,1392
20191003,40,4,3021573833,929
20191004,40,5,1781808471,844
20190816,33,5,1761713149,774
20190818,33,7,1781806734,1087
20190822,34,4,1761713488,596
20190907,36,6,3021573833,1271
20190831,35,6,3533876209,185
20190820,34,2,2269829235,237
20190925,39,3,1781806734,1335
20190827,35,2,2976786729,628
20190910,37,2,1685161748,267
20190823,34,5,1761714540,706
20191004,40,5,3107361624,174
20191013,41,7,3531033244,214
20191004,40,5,1542698720,158
20190829,35,4,1761713844,557
20190904,36,3,1781807016,1320
20190908,36,7,1781809819,1250
20190918,38,3,2680486890,499
20190920,38,5,1781806734,1217
20190916,38,1,1761713410,351
20190827,35,2,1761713014,589
20190831,35,6,2713129639,257748
20191018,42,5,2164312964,498
20190915,37,7,1761713844,331
20190824,34,6,1001000286087,64
20191007,41,1,2713129639,193380
20190826,35,1,1781806667,1362
20190929,39,7,3428867428,276
20190927,39,5,1001000286087,778
20190829,35,4,1781810497,1624
20190907,36,6,2931323584,239
20191009,41,3,1683952717,708
20190907,36,6,1761714552,295
20190910,37,2,1781806667,1384
20190929,39,7,1781809449,1172
20190918,38,3,3516139149,301
20190907,36,6,1781810497,1036
20190829,35,4,1781807441,1701
20190829,35,4,1001000037396,1091
20190903,36,2,1781810443,1265
20191003,40,4,1781810497,701
20191011,41,5,3473823790,1242
20190918,38,3,1685160637,251
20191009,41,3,3516139149,606
20190913,37,5,1685160637,233
20190822,34,4,1781810497,1363
20190909,37,1,1761714540,376
20190910,37,2,1781808719,1331
20190917,38,2,2680486890,500
20190916,38,1,1781806251,1274
20191010,41,4,1781809788,1139
20190929,39,7,1685161147,212
20191003,40,4,3531033244,151
20191010,41,4,2478637939,1242
20190902,36,1,1685160674,289
20190908,36,7,1685161147,243
20191010,41,4,2976786729,6
20191007,41,1,3428867428,156
20190829,35,4,2158351255,619
20190904,36,3,2478637939,307
20190906,36,5,3533876209,584
20191002,40,3,3107361624,204
20190924,39,2,1685161287,331
20190816,33,5,1781808832,1440
20190823,34,5,1781808471,1401
20190918,38,3,1781807441,1342
20190923,39,1,3021573833,1096
20190927,39,5,1781808832,1234
20190913,37,5,3516139149,571
20190820,34,2,1781808471,1727
20190822,34,4,1761714946,653
20190909,37,1,3357604587,726
20190824,34,6,1685159830,24
20190824,34,6,1761713844,560
20190826,35,1,1781810030,1274
20190829,35,4,1781806909,1752
20190917,38,2,1759863460,819
20190910,37,2,2478637939,299
20191011,41,5,1542698720,396
20190919,38,4,1001000286087,391
20190914,37,6,1685162081,241
20190820,34,2,1761713545,738
20190828,35,3,1781810030,1358
20190905,36,4,1781806667,1256
20190915,37,7,1781808703,939
20190929,39,7,1781810443,1135
20190818,33,7,1781808832,1116
20190928,39,6,1001000037396,417
20191012,41,6,1781806667,969
20190917,38,2,1761713488,110
20191014,42,1,1781808471,1246
20190823,34,5,2269829235,331
20190823,34,5,1781810030,1409
20190913,37,5,3531033244,211
20190816,33,5,1685161374,480
20190920,38,5,1781807461,1183
20190914,37,6,1761713334,305
20190927,39,5,2269829235,205
20191017,42,4,1781810497,1111
20191015,42,2,1781809449,1229
20190816,33,5,3021573833,1761
20190918,38,3,1759863460,699
20190918,38,3,1781808703,1351
20190913,37,5,1781809449,967
20190917,38,2,1761714521,106
20191002,40,3,1781810030,614
20190821,34,3,1761714657,676
20190816,33,5,1781808143,1334
20190816,33,5,1685161287,515
20190905,36,4,1761714552,400
20190819,34,1,1761713838,721
20190901,35,7,1685161147,225
20190830,35,5,1685161793,285
20190819,34,1,1781808719,1430
20190820,34,2,1781808832,1673
20190913,37,5,1781810497,1084
20190927,39,5,1781808143,1244
20190824,34,6,3531033244,236
20190905,36,4,3428867428,117
20191009,41,3,1781806734,1264
20191013,41,7,1781807016,700
20191015,42,2,1685160637,92
20190912,37,4,3531033244,432
20191001,40,2,1992602239,80
20190822,34,4,2713129639,267305
20190824,34,6,1781808471,771
20190918,38,3,1781807945,1276
20190930,40,1,1781806734,1009
20191007,41,1,1781809449,853
20190907,36,6,1761713844,315
20190825,34,7,1781806909,831
20190923,39,1,1685161748,221
20191006,40,7,1781810030,856
20190820,34,2,3428867428,270
20190902,36,1,1781807945,1315
20190906,36,5,1685160674,298
20190916,38,1,1781810030,1124
20190915,37,7,1761714552,323
20190920,38,5,2158351255,622
20190829,35,4,1001000708898,3
20191015,42,2,1542698720,429
20190819,34,1,1781808703,1448
20190831,35,6,1761713844,356
20190910,37,2,1781808471,1375
20190820,34,2,1781807216,1616
20190829,35,4,3531033244,507
20191018,42,5,1759863460,476
20190911,37,3,1761713488,381
20190911,37,3,3107361624,464
20191016,42,3,3531033244,529
20190906,36,5,1781808832,1510
20190912,37,4,1759863460,936
20190915,37,7,1685161819,195
20190826,35,1,1761713014,737
20190904,36,3,1781807216,1380
20190818,33,7,1685160637,519
20190823,34,5,1759863460,934
20190909,37,1,1685159830,248
20190911,37,3,1761713544,402
20190924,39,2,1781806734,1312
20191015,42,2,1685162081,67
20190907,36,6,1761713544,345
20190823,34,5,1781808719,1452
20190824,34,6,1992602239,4732
20190922,38,7,1781808471,924
20190930,40,1,1781809449,1181
20190901,35,7,3321779464,219
20190908,36,7,1781806909,1129
20191015,42,2,1781808832,1215
20191017,42,4,1685159830,101
20191007,41,1,2931323584,294
20190820,34,2,1781808143,1649
20190822,34,4,3533876209,481
20190905,36,4,3592397569,1550
20190915,37,7,1781810443,915
20190926,39,4,1781809788,1203
20190831,35,6,1761713149,360
20191018,42,5,1781809449,1207
20190923,39,1,1001000037396,336
20190916,38,1,1761714657,334
20190823,34,5,2164312964,401
20190824,34,6,1685160674,26
20190827,35,2,1761714552,618
20190828,35,3,1761715460,497
20190904,36,3,3507123484,552
20190831,35,6,1761714552,393
20190816,33,5,1781808471,1415
20190827,35,2,1781810497,1309
20190906,36,5,3592397569,1141
20190910,37,2,1761713014,403
20190921,38,6,3592397569,240
20190930,40,1,3592397569,1670
20190827,35,2,1685162081,152
20190909,37,1,1542698720,444
20190920,38,5,1001000037396,355
20190827,35,2,3428867428,456
20191004,40,5,1781808832,894
20190914,37,6,1685160637,223
20190915,37,7,1001000286087,71
20190914,37,6,1761713838,320
20190925,39,3,1781810443,1352
20190914,37,6,1781808703,982
20191017,42,4,1781807461,1112
20191012,41,6,2931323584,66
20191002,40,3,1781807016,699
20191005,40,6,1759863460,819
20190830,35,5,1781807441,1530
20190902,36,1,3107361624,758
20190826,35,1,2680486890,323
20190925,39,3,1685161374,317
20191007,41,1,3531033244,158
20190914,37,6,1781807441,913
20190928,39,6,1781807441,976
20190819,34,1,1685161287,540
20190825,34,7,1685161147,50
20190828,35,3,3321779464,334
20191002,40,3,1781806909,730
20191004,40,5,2713129639,211676
20191005,40,6,1685160674,209
20191016,42,3,1685159830,97
20190922,38,7,1781806251,978
20190902,36,1,3531033244,442
20190916,38,1,3533876209,273
20191008,41,2,1759863460,779
20191011,41,5,1781807461,1081
20190916,38,1,3507123484,510
20190907,36,6,3107361624,10
20190824,34,6,1761714245,540
20190908,36,7,2713129639,240925
20190912,37,4,1781806734,1212
20191014,42,1,1781810497,1286
20190926,39,4,1685159830,225
20190902,36,1,1685161147,268
20190911,37,3,1761713838,418
20191009,41,3,2680486890,500
20191006,40,7,3507123484,213
20191015,42,2,1685161374,79
20190831,35,6,3021573833,1117
20190910,37,2,1781810443,1259
20190913,37,5,2976786729,672
20191013,41,7,1685161287,35
20190917,38,2,1761714552,118
20190828,35,3,1761714552,513
20190831,35,6,1761715749,391
20190918,38,3,1685161819,230
20190928,39,6,1781810443,946
20190818,33,7,2976786729,210
20190830,35,5,1761713410,420
20190827,35,2,1683952717,10
20190904,36,3,3533876209,131
20190910,37,2,1761715377,384
20190821,34,3,1761713844,708
20190904,36,3,1761713149,169
20190911,37,3,1761714989,347
20190915,37,7,1761714946,346
20191015,42,2,1683952717,1155
20190902,36,1,3021573833,1363
20190907,36,6,2164312964,247
20191016,42,3,1685160674,93
20191007,41,1,1781807461,918
20190816,33,5,1781806251,1406
20190903,36,2,1781807016,1354
20190919,38,4,1001000037396,500
20190824,34,6,1781806734,791
20190903,36,2,3533876209,181
20190908,36,7,1781807461,1122
20190911,37,3,1781806734,1421
20190911,37,3,1781807945,1374
20190919,38,4,1781810497,1207
20190928,39,6,1685162081,220
20190918,38,3,1685161793,253
20191010,41,4,2158351255,616
20191012,41,6,3533876209,7
20190824,34,6,1001000197449,1
20190817,33,6,1781808703,1098
20190830,35,5,1781807216,1434
20190904,36,3,1761715749,229
20190917,38,2,1761713838,119
20190919,38,4,1781806734,1290
20190908,36,7,1761715377,294
20190930,40,1,1685160637,175
20191009,41,3,3533876209,2
20190816,33,5,3533876209,747
20191007,41,1,3473823790,887
20191010,41,4,1759863460,889
20190819,34,1,1761714946,738
20190916,38,1,1685162081,280
20190918,38,3,1685161748,239
20191007,41,1,1685160637,107
20191003,40,4,1685161147,192
20191012,41,6,1781810030,857
20191002,40,3,3592397569,479
20191010,41,4,2269829235,252
20190910,37,2,1992602239,3060
20190917,38,2,1761713334,111
20190921,38,6,2680486890,498
20190824,34,6,1781806251,796
20190930,40,1,3473823790,903
20190904,36,3,1685160674,271
20190820,34,2,3321779464,237
20191005,40,6,3107361624,10
20191014,42,1,2478637939,5702
20190906,36,5,1781807441,1530
20190926,39,4,1759863460,858
20190926,39,4,1781810497,1297
20190909,37,1,1761715749,368
20190923,39,1,1781810497,1209
20190829,35,4,2478637939,136
20190928,39,6,1685161374,213
20191008,41,2,1685159830,154
20191014,42,1,1685160637,77
20190820,34,2,1781809819,1611
20190923,39,1,1683952717,1207
20190919,38,4,1685161147,263
20190829,35,4,1761713544,594
20191006,40,7,3516139149,414
20191011,41,5,1781807016,1156
20191011,41,5,1781808143,1116
20190915,37,7,1761713149,317
20191011,41,5,1992602239,49
20190923,39,1,1781808703,1187
20191009,41,3,1781806667,1267
20191009,41,3,1685161287,160
20190910,37,2,1685161793,268
20191007,41,1,1781808832,900
20190828,35,3,3531033244,525
20190921,38,6,3507123484,203
20191018,42,5,1685160674,130
20191018,42,5,1683952717,1065
20191014,42,1,1685162081,69
20190823,34,5,1781807441,1451
20190918,38,3,1685161287,249
20190829,35,4,2164312964,512
20191005,40,6,2713129639,207064
20190903,36,2,1761713844,231
20191011,41,5,1781809788,1201
20191015,42,2,2931323584,397
20190825,34,7,1781807216,868
20190829,35,4,1761714609,581
20190912,37,4,3021573833,1141
20190915,37,7,1781806734,902
20190822,34,4,1761713544,662
20190903,36,2,1001000286087,191
20190816,33,5,1685159830,506
20190825,34,7,1685160674,49
20190816,33,5,1781808719,1344
20190821,34,3,1781810443,1328
20190901,35,7,1781807016,1080
20190906,36,5,2713129639,239287
20190915,37,7,1761713838,317
20190817,33,6,1761714552,640
20190822,34,4,1685162081,132
20190830,35,5,1761714552,453
20191004,40,5,3533876209,18
20190916,38,1,1761715460,321
20190927,39,5,1781806667,1262
20191016,42,3,3357604587,146
20191001,40,2,1759863460,850
20190914,37,6,1761714657,332
20190818,33,7,1761713149,609
20190908,36,7,1781808832,1183
20190910,37,2,2713129639,239435
20190925,39,3,1781807441,1254
20190929,39,7,1001000286087,433
20191015,42,2,2680486890,499
20191014,42,1,2269829235,200
20191011,41,5,1685160637,107
20191010,41,4,2713129639,219584
20190904,36,3,1781809819,1295
20190907,36,6,1781809449,1023
20190916,38,1,1781808143,1218
20190928,39,6,3592397569,1435
20190928,39,6,1542698720,237
20190924,39,2,1685161147,292
20190901,35,7,1761713014,228
20190823,34,5,3357604587,526
20191011,41,5,2680486890,499
20190903,36,2,1761713545,275
20190830,35,5,1761714657,425
20190922,38,7,3533876209,115
20191004,40,5,2976786729,123
20190924,39,2,3357604587,64
20190819,34,1,1781807945,1384
20190817,33,6,1781810443,1066
20190904,36,3,1001000037396,1092
20190929,39,7,1685161374,216
20191009,41,3,1781806909,1271
20191013,41,7,1759863460,936
20190911,37,3,2931323584,483
20190816,33,5,3507123484,1567
20190826,35,1,1761714552,726
20190829,35,4,1781810030,1680
20190912,37,4,1781809819,1254
20190911,37,3,1759863460,808
20191007,41,1,2478637939,1486
20191005,40,6,1781807016,691
20190818,33,7,1781810030,1150
20191015,42,2,3592397569,1406
20191009,41,3,1781809449,1224
20191018,42,5,3428867428,371
20190907,36,6,1761714657,332
20190917,38,2,1761714657,122
20190830,35,5,1001000823087,4
20190902,36,1,1685159830,308
20190902,36,1,1761714609,242
20190910,37,2,1761714540,402
20190929,39,7,2164312964,319
20190818,33,7,1685161748,520
20190909,37,1,1685161374,210
20190926,39,4,1685161374,255
20190830,35,5,2478637939,202
20190819,34,1,2713129639,292502
20190822,34,4,1781810443,1350
20191011,41,5,1781808719,1144
20190907,36,6,1761714245,321
20190914,37,6,1781808143,942
20190927,39,5,2164312964,455
20190914,37,6,1781806909,844
20191005,40,6,1781808832,724
20191013,41,7,3473823790,500
20190820,34,2,1761714657,784
20190817,33,6,1685161819,552
20190924,39,2,1781807216,1258
20191018,42,5,3531033244,360
20191008,41,2,1683952717,283
20191008,41,2,2680486890,500
20190930,40,1,1992602239,67
20190907,36,6,3592397569,766
20190818,33,7,1542698720,223
20191017,42,4,1685160674,112
20191017,42,4,3531033244,421
20190902,36,1,1781809819,1387
20190901,35,7,3516139149,306
20190924,39,2,3533876209,54
20190821,34,3,1781810497,1425
20190824,34,6,1001000037396,597
20190830,35,5,1685161287,302
20190908,36,7,1542698720,270
20190922,38,7,1781809819,960
20190923,39,1,1781810443,1203
20190822,34,4,3428867428,451
20190824,34,6,1781810030,789
20190827,35,2,2931323584,398
20190915,37,7,1761714609,340
20190903,36,2,1761714609,264
20191008,41,2,1685160637,163
20191016,42,3,1685161819,94
20191017,42,4,3507123484,472
20191012,41,6,1781806909,941
20190906,36,5,3531033244,733
20190913,37,5,1761713014,410
20190921,38,6,1781806251,987
20190818,33,7,1761713838,590
20190824,34,6,3428867428,351
20190914,37,6,2713129639,215906
20190907,36,6,2680486890,496
20190827,35,2,2164312964,414
20190924,39,2,1685161748,258
20191003,40,4,1781806734,817
20190901,35,7,1761714989,248
20190909,37,1,1761714552,405
20190824,34,6,1761713838,593
20190902,36,1,1761713488,265
20190913,37,5,1761713838,360
20190817,33,6,3531033244,268
20190829,35,4,1761714245,544
20191005,40,6,1685161287,214
20190819,34,1,1781806251,1435
20190820,34,2,1685162081,488
20190831,35,6,1781809819,1037
20190902,36,1,1781808143,1394
20190907,36,6,1781807216,1031
20190826,35,1,2164312964,393
20191016,42,3,1685161793,77
20190824,34,6,1761713488,565
20190916,38,1,1761713488,324
20191011,41,5,1781809819,1187
20190929,39,7,3507123484,602
20190909,37,1,3507123484,1078
20190909,37,1,2713129639,243589
20190912,37,4,1761713488,449
20190923,39,1,1781810030,1118
20190826,35,1,3516139149,250
20190826,35,1,3507123484,1150
20190907,36,6,3357604587,915
20191003,40,4,1685162081,198
20191005,40,6,1781807441,676
20190912,37,4,1781808719,1333
20190818,33,7,1761714245,632
20190908,36,7,1761715460,298
20190914,37,6,1685159830,206
20190819,34,1,1761714245,687
20190820,34,2,1761714946,727
20190822,34,4,2269829235,430
20190830,35,5,1781809788,1457
20190909,37,1,2931323584,316
20190828,35,3,1781808143,1369
20190927,39,5,1781808471,1257
20190831,35,6,1001000037396,469
20191001,40,2,2158351255,621
20190912,37,4,1761713545,482
20191010,41,4,1781807216,1237
20191011,41,5,1781808703,1145
20191012,41,6,1781809788,926
20191014,42,1,1781809449,1168
20191014,42,1,1685161819,72
20191002,40,3,1685160674,271
20190827,35,2,1761713545,589
20190920,38,5,1001000286087,277
20190925,39,3,1683952717,425
20190921,38,6,2164312964,189
20190904,36,3,1761714552,167
20190925,39,3,3507123484,371
20190909,37,1,1761714609,385
20191011,41,5,1781806251,1074
20190824,34,6,1761714989,569
20190917,38,2,1761714989,136
20190826,35,1,1761715460,752
20190829,35,4,1761714552,559
20190905,36,4,1685161819,265
20190907,36,6,1761713545,301
20190914,37,6,3531033244,113
20190904,36,3,1685161147,266
20190907,36,6,1761715377,311
20190824,34,6,3507123484,464
20190823,34,5,1685162081,12
20190819,34,1,1781806667,1427
20190902,36,1,1761713334,240
20190916,38,1,1781809819,1260
20190819,34,1,1685161147,513
20190823,34,5,1542698720,436
20190926,39,4,3357604587,172
20191009,41,3,1685160637,158
20191008,41,2,3516139149,504
20191004,40,5,1781808703,928
20191015,42,2,1685161287,66
20191002,40,3,1781806667,716
20190816,33,5,1001000197484,69623
20190910,37,2,1781806734,1350
20190926,39,4,3531033244,441
20190822,34,4,1001000708898,479
20190829,35,4,1685161147,260
20190826,35,1,3021573833,1059
20190830,35,5,3507123484,871
20190929,39,7,1781808471,1112
20190930,40,1,1781807945,1111
20190913,37,5,1781807945,1034
20190905,36,4,1761713488,369
20190908,36,7,2478637939,295
20190909,37,1,2478637939,300
20190823,34,5,1685161793,12
20190830,35,5,1761714540,370
20190905,36,4,1781809788,1235
20190917,38,2,1781807216,1385
20190922,38,7,3507123484,152
20191003,40,4,1685161793,193
20190906,36,5,2164312964,1073
20190908,36,7,3592397569,694
20190826,35,1,1761713488,682
20190905,36,4,2680486890,499
20190925,39,3,1542698720,423
20190902,36,1,2269829235,215
20190902,36,1,1761714657,277
20190913,37,5,1685161793,254
20190904,36,3,1761713544,216
20190913,37,5,1685161374,253
20190923,39,1,2164312964,323
20191004,40,5,1781807461,855
20191016,42,3,1001000037396,296
20191018,42,5,2713129639,237410
20190929,39,7,2976786729,624
20191018,42,5,1685161793,118
20191015,42,2,1781806734,1262
20190819,34,1,1761715460,698
20190912,37,4,1761713149,452
20190918,38,3,1781809819,1291
20190924,39,2,1992602239,1831
20190912,37,4,2680486890,500
20190829,35,4,1761713545,489
20190818,33,7,1781809449,1144
20190828,35,3,1781809449,1373
20190903,36,2,3021573833,1290
20190923,39,1,3592397569,960
20190828,35,3,1781808832,1374
20190916,38,1,1761715377,349
20191003,40,4,1781807216,716
20191004,40,5,1781808143,924
20191015,42,2,1781808471,1176
20191004,40,5,1683952717,348
20190817,33,6,1781808719,1102
20190929,39,7,1759863460,780
20190912,37,4,1685162081,282
20190920,38,5,1685161819,291
20191007,41,1,2158351255,620
20190823,34,5,1685161287,11
20190905,36,4,1761714521,358
20190910,37,2,1781807441,1331
20190917,38,2,1781808719,1337
20190825,34,7,1685159830,48
20190912,37,4,1685161374,276
20190818,33,7,1685160674,519
20190917,38,2,1685161287,225
20190926,39,4,2713129639,242363
20190927,39,5,3507123484,435
20191005,40,6,1685161819,215
20191008,41,2,2269829235,99
20190831,35,6,1761713014,332
20190824,34,6,1761713149,580
20190817,33,6,2269829235,329
20190819,34,1,1001000197449,24569
20190822,34,4,1992602239,3632
20190829,35,4,1685161819,272
20190920,38,5,1992602239,3620
20190905,36,4,1761714657,393
20190923,39,1,1685159830,244
20190907,36,6,2478637939,299
20190828,35,3,1685160674,298
20191012,41,6,1001000037396,200
20190824,34,6,1685161287,24
20190824,34,6,1685161147,16
20191008,41,2,2478637939,1956
20191016,42,3,1781807945,1179
20190826,35,1,1781807216,1206
20190912,37,4,3516139149,693
20190920,38,5,1685159830,273
20190822,34,4,1685161287,127
20190828,35,3,1781807016,1360
20190911,37,3,1685161793,208
20190908,36,7,3107361624,49
20190822,34,4,1761714540,683
20190930,40,1,2478637939,1800
20190903,36,2,1781809788,1363
20190816,33,5,2680486890,504
20191014,42,1,1781806667,1207
20191015,42,2,2713129639,223277
20191004,40,5,2931323584,403
20191003,40,4,1683952717,333
20190819,34,1,1685161748,529
20190820,34,2,1761715460,786
20190910,37,2,1781807216,1347
20190919,38,4,1781807016,1316
20190906,36,5,1781808471,1463
20190909,37,1,1001000037396,500
20190901,35,7,2478637939,202
20190928,39,6,1781808471,944
20190824,34,6,1685161374,25
20190823,34,5,1781808143,1409
20190826,35,1,1761713410,739
20190908,36,7,1781807216,1122
20190925,39,3,1001000286087,298
20191015,42,2,2164312964,553
20190904,36,3,1781808832,1333
20190905,36,4,1781809449,1201
20190922,38,7,1781809788,910
20191002,40,3,2976786729,201
20191006,40,7,2478637939,1042
20190817,33,6,3321779464,368
20191012,41,6,3507123484,361
20191016,42,3,1781809819,1205
20190816,33,5,1001000037396,441
20190820,34,2,1781806909,1587
20190902,36,1,1761714552,261
20191017,42,4,1685161793,104
20191016,42,3,2478637939,1555
20190912,37,4,1761715377,452
20190915,37,7,1761713544,349
20190818,33,7,1781808703,1108
20190922,38,7,1685161374,275
20190827,35,2,1685160637,148
20190816,33,5,1761714245,805
20190826,35,1,1781808703,1254
20190918,38,3,2478637939,1100
20190924,39,2,1781807016,1338
20191005,40,6,2976786729,125
20190910,37,2,2931323584,309
20190822,34,4,1761714245,645
20190823,34,5,1001000979738,10107
20190912,37,4,2158351255,625
20191008,41,2,1781809819,1261
20191010,41,4,3516139149,510
20190911,37,3,3533876209,118
20190824,34,6,1781809788,842
20190907,36,6,1761714540,318
20190922,38,7,1781809449,974
20191001,40,2,2931323584,360
20190919,38,4,3516139149,651
20190831,35,6,1761713334,401
20191003,40,4,1685160637,200
20191001,40,2,1781808719,1447
20191013,41,7,1781808143,769
20190822,34,4,1781808719,1281
20190825,34,7,1781809819,787
20190919,38,4,1685161793,289
20190923,39,1,1685161287,252
20190923,39,1,1781807216,1260
20190903,36,2,1781810030,1278
20190911,37,3,3021573833,380
20190913,37,5,1781807461,990
20190907,36,6,1781808143,1047
20190921,38,6,1685160637,248
20190909,37,1,1683952717,597
20190830,35,5,1685159830,274
20190902,36,1,3321779464,266
20191001,40,2,1685159830,218
20191003,40,4,3516139149,539
20191014,42,1,1759863460,897
20190828,35,3,1781808719,1413
20190919,38,4,1781808832,1283
20190925,39,3,1001000037396,498
20190925,39,3,1781807945,1304
20190927,39,5,1781808719,1239
20190902,36,1,3516139149,233
20190909,37,1,1761713544,402
20190821,34,3,1685161819,399
20190901,35,7,1685161793,234
20191010,41,4,1781808832,1248
20191015,42,2,1781808143,1198
20191018,42,5,1781807216,1192
20190909,37,1,1781810443,1216
20190909,37,1,1761714245,388
20190901,35,7,1761714245,249
20191013,41,7,1685160674,21
20190816,33,5,1685160637,522
20190822,34,4,1761714552,630
20190907,36,6,3507123484,423
20190911,37,3,1781808832,1321
20191012,41,6,1542698720,374
20190924,39,2,3428867428,521
20190831,35,6,1781809788,1045
20190920,38,5,1685161374,257
20190922,38,7,1781808719,936
20190820,34,2,1761713838,717
20190912,37,4,1761715460,459
20190819,34,1,1685160674,542
20190916,38,1,1781806734,1218
20190919,38,4,1781808703,1257
20191005,40,6,3592397569,479
20190901,35,7,1781808832,1069
20190907,36,6,1542698720,271
20190926,39,4,3507123484,273
20191007,41,1,2164312964,219
20191006,40,7,2158351255,620
20191018,42,5,1542698720,458
20191006,40,7,1685161287,180
20190821,34,3,1781808143,1429
20191007,41,1,2269829235,137
20191007,41,1,1781810497,861
20191016,42,3,2713129639,229336
20190816,33,5,2164312964,518
20191013,41,7,1781810443,776
20190824,34,6,2269829235,318
20190914,37,6,1992602239,2808
20190927,39,5,2478637939,1345
20191002,40,3,1685160637,232
20190816,33,5,1781810030,1362
20190916,38,1,2680486890,499
20190831,35,6,2478637939,197
20190910,37,2,1781806909,1390
20190916,38,1,2713129639,220176
20190908,36,7,1781806734,1160
20190831,35,6,2976786729,227
20190915,37,7,1781809819,916
20190905,36,4,2976786729,574
20190918,38,3,1685159830,215
20190921,38,6,3531033244,243
20190929,39,7,1685159830,201
20190824,34,6,2931323584,401
20190818,33,7,1685161793,538
20190913,37,5,1781810443,1029
20190903,36,2,1685161819,264
20191008,41,2,1781806251,1255
20190817,33,6,1761713545,635
20190825,34,7,1685160637,44
20191008,41,2,3592397569,1223
20190911,37,3,1542698720,472
20190917,38,2,1685159830,229
20190823,34,5,1761714552,727
20190829,35,4,1781810443,1750
20190912,37,4,1761714657,461
20190919,38,4,1781808719,1294
20190910,37,2,2976786729,620
20190817,33,6,1761714609,616
20190817,33,6,3533876209,515
20190906,36,5,2158351255,630
20190919,38,4,2976786729,555
20191010,41,4,1781809449,1331
20191011,41,5,1781810443,1152
20191008,41,2,1685161793,152
20191003,40,4,1781807461,822
20191009,41,3,1781806251,1211
20190824,34,6,1761713410,565
20190830,35,5,1781808832,1454
20190915,37,7,1781806909,894
20190822,34,4,3107361624,773
20190926,39,4,1001000286087,516
20190831,35,6,1781807441,1033
20191011,41,5,3107361624,732
20190922,38,7,1001000037396,174
20191009,41,3,3592397569,1438
20190820,34,2,1761714540,733
20190901,35,7,1781807461,1053
20190827,35,2,3507123484,691
20190820,34,2,1685160637,480
20190925,39,3,3107361624,581
20190902,36,1,1781807016,1337
20190910,37,2,1761714521,433
20190921,38,6,1781809788,984
20191006,40,7,1781808143,876
20190912,37,4,1781808832,1279
20191013,41,7,1685161748,36
20190828,35,3,1685162081,314
20191005,40,6,2269829235,119
20190829,35,4,1761714946,555
20191002,40,3,1759863460,858
20191008,41,2,1781809788,1175
20191017,42,4,1781807441,1148
20190903,36,2,1781808703,1331
20190921,38,6,1781807461,1054
20190903,36,2,1761715377,233
20191004,40,5,3531033244,123
20190903,36,2,1761713488,265
20190929,39,7,1781808143,1251
20190817,33,6,1781810497,1154
20190904,36,3,1761714245,192
20190917,38,2,1761714540,123
20190919,38,4,1685162081,264
20191005,40,6,3021573833,818
20190819,34,1,1759863460,856
20190828,35,3,1781807441,1332
20191006,40,7,2164312964,176
20190825,34,7,1781807945,855
20190919,38,4,1781807461,1232
20190831,35,6,1542698720,186
20191012,41,6,1781807461,905
20190906,36,5,1781807216,1508
20190929,39,7,1685161748,221
20190822,34,4,1001000037396,557
20190830,35,5,1761715749,407
20190818,33,7,1781807461,1095
20190826,35,1,1761715377,721
20190914,37,6,1781810030,940
20191014,42,1,1781809819,1181
20190902,36,1,1761715460,249
20190905,36,4,2478637939,195
20190921,38,6,3321779464,332
