f_date,input_date,s_input_date,week_of_year,input_week_day,puin,cnt,f_rank,t_r_puin
20191027,20190905,2019-09-05,36,4,0,34,150,0
20191027,20190903,2019-09-03,36,2,0,38,150,0
20191027,20191025,2019-10-25,43,5,0,229,150,0
20191027,20190914,2019-09-14,37,6,0,21,150,0
20191027,20190922,2019-09-22,38,7,0,30,150,0
20191027,20191016,2019-10-16,42,3,0,256,150,0
20191027,20190919,2019-09-19,38,4,0,33,150,0
20191027,20191003,2019-10-03,40,4,0,24,150,0
20191027,20190930,2019-09-30,40,1,0,28,150,0
20191027,20190907,2019-09-07,36,6,0,33,150,0
20191027,20190916,2019-09-16,38,1,0,31,150,0
20191027,20190908,2019-09-08,36,7,0,29,150,0
20191027,20191027,2019-10-27,43,7,0,115,150,0
20191027,20191009,2019-10-09,41,3,0,200,150,0
20191027,20191022,2019-10-22,43,2,0,239,150,0
20191027,20191021,2019-10-21,43,1,0,231,150,0
20191027,20190921,2019-09-21,38,6,0,32,150,0
20191027,20191001,2019-10-01,40,2,0,25,150,0
20191027,20191013,2019-10-13,41,7,0,95,150,0
20191027,20191019,2019-10-19,42,6,0,129,150,0
20191027,20191006,2019-10-06,40,7,0,31,150,0
20191027,20190910,2019-09-10,37,2,0,32,150,0
20191027,20190923,2019-09-23,39,1,0,31,150,0
20191027,20190912,2019-09-12,37,4,0,36,150,0
20191027,20191018,2019-10-18,42,5,0,225,150,0
20191027,20191011,2019-10-11,41,5,0,186,150,0
20191027,20191012,2019-10-12,41,6,0,177,150,0
20191027,20190902,2019-09-02,36,1,0,25,150,0
20191027,20191026,2019-10-26,43,6,0,118,150,0
20191027,20191017,2019-10-17,42,4,0,227,150,0
20191027,20191004,2019-10-04,40,5,0,25,150,0
20191027,20190915,2019-09-15,37,7,0,32,150,0
20191027,20190904,2019-09-04,36,3,0,31,150,0
20191027,20190906,2019-09-06,36,5,0,32,150,0
20191027,20191002,2019-10-02,40,3,0,24,150,0
20191027,20191008,2019-10-08,41,2,0,170,150,0
20191027,20191014,2019-10-14,42,1,0,196,150,0
20191027,20191024,2019-10-24,43,4,0,230,150,0
20191027,20190924,2019-09-24,39,2,0,44,150,0
20191027,20191007,2019-10-07,41,1,0,28,150,0
20191027,20191023,2019-10-23,43,3,0,307,150,0
20191027,20190929,2019-09-29,39,7,0,31,150,0
20191027,20191005,2019-10-05,40,6,0,21,150,0
20191027,20190917,2019-09-17,38,2,0,30,150,0
20191027,20190913,2019-09-13,37,5,0,35,150,0
20191027,20190928,2019-09-28,39,6,0,26,150,0
20191027,20191015,2019-10-15,42,2,0,203,150,0
20191027,20191020,2019-10-20,42,7,0,98,150,0
20191027,20190909,2019-09-09,37,1,0,35,150,0
20191027,20190918,2019-09-18,38,3,0,35,150,0
20191027,20190920,2019-09-20,38,5,0,40,150,0
20191027,20190927,2019-09-27,39,5,0,32,150,0
20191027,20191010,2019-10-10,41,4,0,185,150,0
20191027,20190911,2019-09-11,37,3,0,26,150,0
20191027,20190926,2019-09-26,39,4,0,28,150,0
20191027,20190925,2019-09-25,39,3,0,34,150,0
20191027,20190925,2019-09-25,39,3,1001000037396,498,22,1001000037396
20191027,20191012,2019-10-12,41,6,1001000037396,200,22,1001000037396
20191027,20191011,2019-10-11,41,5,1001000037396,375,22,1001000037396
20191027,20190910,2019-09-10,37,2,1001000037396,499,22,1001000037396
20191027,20190922,2019-09-22,38,7,1001000037396,174,22,1001000037396
20191027,20191010,2019-10-10,41,4,1001000037396,192,22,1001000037396
20191027,20190912,2019-09-12,37,4,1001000037396,499,22,1001000037396
20191027,20191018,2019-10-18,42,5,1001000037396,271,22,1001000037396
20191027,20190929,2019-09-29,39,7,1001000037396,138,22,1001000037396
20191027,20190927,2019-09-27,39,5,1001000037396,500,22,1001000037396
20191027,20190924,2019-09-24,39,2,1001000037396,498,22,1001000037396
20191027,20190921,2019-09-21,38,6,1001000037396,476,22,1001000037396
20191027,20190902,2019-09-02,36,1,1001000037396,903,22,1001000037396
20191027,20191008,2019-10-08,41,2,1001000037396,462,22,1001000037396
20191027,20191024,2019-10-24,43,4,1001000037396,1076,22,1001000037396
20191027,20190913,2019-09-13,37,5,1001000037396,186,22,1001000037396
20191027,20191026,2019-10-26,43,6,1001000037396,632,22,1001000037396
20191027,20190928,2019-09-28,39,6,1001000037396,417,22,1001000037396
20191027,20191023,2019-10-23,43,3,1001000037396,745,22,1001000037396
20191027,20191002,2019-10-02,40,3,1001000037396,50,22,1001000037396
20191027,20190909,2019-09-09,37,1,1001000037396,500,22,1001000037396
20191027,20190911,2019-09-11,37,3,1001000037396,499,22,1001000037396
20191027,20190908,2019-09-08,36,7,1001000037396,404,22,1001000037396
20191027,20190905,2019-09-05,36,4,1001000037396,710,22,1001000037396
20191027,20190917,2019-09-17,38,2,1001000037396,755,22,1001000037396
20191027,20191020,2019-10-20,42,7,1001000037396,144,22,1001000037396
20191027,20191019,2019-10-19,42,6,1001000037396,213,22,1001000037396
20191027,20191027,2019-10-27,43,7,1001000037396,675,22,1001000037396
20191027,20191014,2019-10-14,42,1,1001000037396,338,22,1001000037396
20191027,20191021,2019-10-21,43,1,1001000037396,319,22,1001000037396
20191027,20191009,2019-10-09,41,3,1001000037396,231,22,1001000037396
20191027,20190930,2019-09-30,40,1,1001000037396,376,22,1001000037396
20191027,20190918,2019-09-18,38,3,1001000037396,500,22,1001000037396
20191027,20191001,2019-10-01,40,2,1001000037396,1,22,1001000037396
20191027,20190907,2019-09-07,36,6,1001000037396,500,22,1001000037396
20191027,20191022,2019-10-22,43,2,1001000037396,317,22,1001000037396
20191027,20190903,2019-09-03,36,2,1001000037396,1041,22,1001000037396
20191027,20191017,2019-10-17,42,4,1001000037396,265,22,1001000037396
20191027,20191015,2019-10-15,42,2,1001000037396,348,22,1001000037396
20191027,20190916,2019-09-16,38,1,1001000037396,558,22,1001000037396
20191027,20190920,2019-09-20,38,5,1001000037396,355,22,1001000037396
20191027,20191013,2019-10-13,41,7,1001000037396,445,22,1001000037396
20191027,20190906,2019-09-06,36,5,1001000037396,499,22,1001000037396
20191027,20190919,2019-09-19,38,4,1001000037396,500,22,1001000037396
20191027,20190923,2019-09-23,39,1,1001000037396,336,22,1001000037396
20191027,20190904,2019-09-04,36,3,1001000037396,1092,22,1001000037396
20191027,20191025,2019-10-25,43,5,1001000037396,946,22,1001000037396
20191027,20191016,2019-10-16,42,3,1001000037396,296,22,1001000037396
20191027,20190926,2019-09-26,39,4,1001000037396,500,22,1001000037396
20191027,20191012,2019-10-12,41,6,1001000121822,8,129,1001000121822
20191027,20190913,2019-09-13,37,5,1001000121822,8,129,1001000121822
20191027,20190929,2019-09-29,39,7,1001000121822,8,129,1001000121822
20191027,20190926,2019-09-26,39,4,1001000121822,8,129,1001000121822
20191027,20191020,2019-10-20,42,7,1001000121822,16,129,1001000121822
20191027,20191007,2019-10-07,41,1,1001000121822,8,129,1001000121822
20191027,20190914,2019-09-14,37,6,1001000121822,8,129,1001000121822
20191027,20190915,2019-09-15,37,7,1001000121822,8,129,1001000121822
20191027,20190930,2019-09-30,40,1,1001000121822,8,129,1001000121822
20191027,20190921,2019-09-21,38,6,1001000121822,8,129,1001000121822
20191027,20191008,2019-10-08,41,2,1001000121822,8,129,1001000121822
20191027,20191011,2019-10-11,41,5,1001000121822,8,129,1001000121822
20191027,20190919,2019-09-19,38,4,1001000121822,8,129,1001000121822
20191027,20190910,2019-09-10,37,2,1001000121822,8,129,1001000121822
20191027,20191019,2019-10-19,42,6,1001000121822,16,129,1001000121822
20191027,20190927,2019-09-27,39,5,1001000121822,8,129,1001000121822
20191027,20190912,2019-09-12,37,4,1001000121822,8,129,1001000121822
20191027,20191027,2019-10-27,43,7,1001000121822,24,129,1001000121822
20191027,20191004,2019-10-04,40,5,1001000121822,8,129,1001000121822
20191027,20190908,2019-09-08,36,7,1001000121822,2,129,1001000121822
20191027,20191009,2019-10-09,41,3,1001000121822,8,129,1001000121822
20191027,20191017,2019-10-17,42,4,1001000121822,8,129,1001000121822
20191027,20191021,2019-10-21,43,1,1001000121822,16,129,1001000121822
20191027,20191016,2019-10-16,42,3,1001000121822,8,129,1001000121822
20191027,20191026,2019-10-26,43,6,1001000121822,8,129,1001000121822
20191027,20190903,2019-09-03,36,2,1001000121822,8,129,1001000121822
20191027,20191025,2019-10-25,43,5,1001000121822,16,129,1001000121822
20191027,20190924,2019-09-24,39,2,1001000121822,8,129,1001000121822
20191027,20191015,2019-10-15,42,2,1001000121822,8,129,1001000121822
20191027,20191018,2019-10-18,42,5,1001000121822,16,129,1001000121822
20191027,20191022,2019-10-22,43,2,1001000121822,8,129,1001000121822
20191027,20191024,2019-10-24,43,4,1001000121822,8,129,1001000121822
20191027,20190909,2019-09-09,37,1,1001000121822,8,129,1001000121822
20191027,20191006,2019-10-06,40,7,1001000121822,8,129,1001000121822
20191027,20191023,2019-10-23,43,3,1001000121822,16,129,1001000121822
20191027,20190918,2019-09-18,38,3,1001000121822,8,129,1001000121822
20191027,20191005,2019-10-05,40,6,1001000121822,8,129,1001000121822
20191027,20191010,2019-10-10,41,4,1001000121822,8,129,1001000121822
20191027,20190922,2019-09-22,38,7,1001000121822,8,129,1001000121822
20191027,20190923,2019-09-23,39,1,1001000121822,8,129,1001000121822
20191027,20191014,2019-10-14,42,1,1001000121822,8,129,1001000121822
20191027,20190902,2019-09-02,36,1,1001000121822,8,129,1001000121822
20191027,20190920,2019-09-20,38,5,1001000121822,13,129,1001000121822
20191027,20190904,2019-09-04,36,3,1001000121822,9,129,1001000121822
20191027,20190925,2019-09-25,39,3,1001000121822,8,129,1001000121822
20191027,20191003,2019-10-03,40,4,1001000121822,8,129,1001000121822
20191027,20190911,2019-09-11,37,3,1001000121822,8,129,1001000121822
20191027,20191013,2019-10-13,41,7,1001000121822,8,129,1001000121822
20191027,20191002,2019-10-02,40,3,1001000121822,8,129,1001000121822
20191027,20190905,2019-09-05,36,4,1001000121822,8,129,1001000121822
20191027,20190928,2019-09-28,39,6,1001000121822,8,129,1001000121822
20191027,20191001,2019-10-01,40,2,1001000121822,8,129,1001000121822
20191027,20190906,2019-09-06,36,5,1001000121822,8,129,1001000121822
20191027,20190916,2019-09-16,38,1,1001000121822,8,129,1001000121822
20191027,20190917,2019-09-17,38,2,1001000121822,8,129,1001000121822
20191027,20190907,2019-09-07,36,6,1001000121822,8,129,1001000121822
20191027,20190918,2019-09-18,38,3,1001000128466,24,120,1001000128466
20191027,20191013,2019-10-13,41,7,1001000128466,24,120,1001000128466
20191027,20191023,2019-10-23,43,3,1001000128466,8,120,1001000128466
20191027,20190919,2019-09-19,38,4,1001000128466,8,120,1001000128466
20191027,20190923,2019-09-23,39,1,1001000128466,8,120,1001000128466
20191027,20191010,2019-10-10,41,4,1001000128466,24,120,1001000128466
20191027,20190930,2019-09-30,40,1,1001000128466,24,120,1001000128466
20191027,20190925,2019-09-25,39,3,1001000128466,24,120,1001000128466
20191027,20190916,2019-09-16,38,1,1001000128466,16,120,1001000128466
20191027,20191021,2019-10-21,43,1,1001000128466,8,120,1001000128466
20191027,20190905,2019-09-05,36,4,1001000128466,24,120,1001000128466
20191027,20190903,2019-09-03,36,2,1001000128466,16,120,1001000128466
20191027,20191002,2019-10-02,40,3,1001000128466,8,120,1001000128466
20191027,20191016,2019-10-16,42,3,1001000128466,16,120,1001000128466
20191027,20191007,2019-10-07,41,1,1001000128466,16,120,1001000128466
20191027,20191026,2019-10-26,43,6,1001000128466,8,120,1001000128466
20191027,20190910,2019-09-10,37,2,1001000128466,24,120,1001000128466
20191027,20190904,2019-09-04,36,3,1001000128466,40,120,1001000128466
20191027,20191011,2019-10-11,41,5,1001000128466,24,120,1001000128466
20191027,20191024,2019-10-24,43,4,1001000128466,8,120,1001000128466
20191027,20190912,2019-09-12,37,4,1001000128466,16,120,1001000128466
20191027,20191012,2019-10-12,41,6,1001000128466,16,120,1001000128466
20191027,20190914,2019-09-14,37,6,1001000128466,8,120,1001000128466
20191027,20190911,2019-09-11,37,3,1001000128466,16,120,1001000128466
20191027,20191025,2019-10-25,43,5,1001000128466,8,120,1001000128466
20191027,20190913,2019-09-13,37,5,1001000128466,24,120,1001000128466
20191027,20190926,2019-09-26,39,4,1001000128466,24,120,1001000128466
20191027,20190906,2019-09-06,36,5,1001000128466,16,120,1001000128466
20191027,20191019,2019-10-19,42,6,1001000128466,24,120,1001000128466
20191027,20190928,2019-09-28,39,6,1001000128466,8,120,1001000128466
20191027,20191018,2019-10-18,42,5,1001000128466,64,120,1001000128466
20191027,20190929,2019-09-29,39,7,1001000128466,32,120,1001000128466
20191027,20191020,2019-10-20,42,7,1001000128466,24,120,1001000128466
20191027,20191027,2019-10-27,43,7,1001000128466,8,120,1001000128466
20191027,20190924,2019-09-24,39,2,1001000128466,32,120,1001000128466
20191027,20190927,2019-09-27,39,5,1001000128466,16,120,1001000128466
20191027,20191014,2019-10-14,42,1,1001000128466,16,120,1001000128466
20191027,20190909,2019-09-09,37,1,1001000128466,16,120,1001000128466
20191027,20190917,2019-09-17,38,2,1001000128466,56,120,1001000128466
20191027,20190907,2019-09-07,36,6,1001000128466,16,120,1001000128466
20191027,20191009,2019-10-09,41,3,1001000128466,24,120,1001000128466
20191027,20191015,2019-10-15,42,2,1001000128466,16,120,1001000128466
20191027,20190915,2019-09-15,37,7,1001000128466,32,120,1001000128466
20191027,20190922,2019-09-22,38,7,1001000128466,56,120,1001000128466
20191027,20191022,2019-10-22,43,2,1001000128466,8,120,1001000128466
20191027,20191005,2019-10-05,40,6,1001000128466,8,120,1001000128466
20191027,20190908,2019-09-08,36,7,1001000128466,48,120,1001000128466
20191027,20191006,2019-10-06,40,7,1001000128466,32,120,1001000128466
20191027,20191017,2019-10-17,42,4,1001000128466,16,120,1001000128466
20191027,20191001,2019-10-01,40,2,1001000128466,8,120,1001000128466
20191027,20191004,2019-10-04,40,5,1001000128466,40,120,1001000128466
20191027,20190902,2019-09-02,36,1,1001000128466,16,120,1001000128466
20191027,20191008,2019-10-08,41,2,1001000128466,8,120,1001000128466
20191027,20191027,2019-10-27,43,7,1001000184982,1,121,1001000184982
20191027,20190903,2019-09-03,36,2,1001000184982,3,121,1001000184982
20191027,20191026,2019-10-26,43,6,1001000184982,15,121,1001000184982
20191027,20191023,2019-10-23,43,3,1001000184982,81,121,1001000184982
20191027,20190902,2019-09-02,36,1,1001000184982,7,121,1001000184982
20191027,20190919,2019-09-19,38,4,1001000184982,84,121,1001000184982
20191027,20190917,2019-09-17,38,2,1001000184982,130,121,1001000184982
20191027,20190916,2019-09-16,38,1,1001000184982,1,121,1001000184982
20191027,20191020,2019-10-20,42,7,1001000184982,83,121,1001000184982
20191027,20191021,2019-10-21,43,1,1001000184982,61,121,1001000184982
20191027,20191022,2019-10-22,43,2,1001000184982,22,121,1001000184982
20191027,20191024,2019-10-24,43,4,1001000184982,3,121,1001000184982
20191027,20191019,2019-10-19,42,6,1001000184982,90,121,1001000184982
20191027,20190918,2019-09-18,38,3,1001000184982,37,121,1001000184982
20191027,20191022,2019-10-22,43,2,1001000220007,16,140,1001000220007
20191027,20190919,2019-09-19,38,4,1001000220007,1,140,1001000220007
20191027,20191010,2019-10-10,41,4,1001000220007,2,140,1001000220007
20191027,20190930,2019-09-30,40,1,1001000220007,3,140,1001000220007
20191027,20190915,2019-09-15,37,7,1001000220007,2,140,1001000220007
20191027,20191011,2019-10-11,41,5,1001000220007,2,140,1001000220007
20191027,20190913,2019-09-13,37,5,1001000220007,2,140,1001000220007
20191027,20191009,2019-10-09,41,3,1001000220007,1,140,1001000220007
20191027,20191004,2019-10-04,40,5,1001000220007,2,140,1001000220007
20191027,20190929,2019-09-29,39,7,1001000220007,1,140,1001000220007
20191027,20190909,2019-09-09,37,1,1001000220007,1,140,1001000220007
20191027,20190908,2019-09-08,36,7,1001000220007,3,140,1001000220007
20191027,20190920,2019-09-20,38,5,1001000220007,1,140,1001000220007
20191027,20190905,2019-09-05,36,4,1001000220007,1,140,1001000220007
20191027,20191024,2019-10-24,43,4,1001000220007,16,140,1001000220007
20191027,20191021,2019-10-21,43,1,1001000220007,16,140,1001000220007
20191027,20191025,2019-10-25,43,5,1001000220007,16,140,1001000220007
20191027,20191008,2019-10-08,41,2,1001000220007,2,140,1001000220007
20191027,20190928,2019-09-28,39,6,1001000220007,2,140,1001000220007
20191027,20190922,2019-09-22,38,7,1001000220007,4,140,1001000220007
20191027,20190925,2019-09-25,39,3,1001000220007,3,140,1001000220007
20191027,20190921,2019-09-21,38,6,1001000220007,1,140,1001000220007
20191027,20190907,2019-09-07,36,6,1001000220007,1,140,1001000220007
20191027,20191027,2019-10-27,43,7,1001000220007,16,140,1001000220007
20191027,20190906,2019-09-06,36,5,1001000220007,3,140,1001000220007
20191027,20190916,2019-09-16,38,1,1001000220007,3,140,1001000220007
20191027,20191014,2019-10-14,42,1,1001000220007,11,140,1001000220007
20191027,20191023,2019-10-23,43,3,1001000220007,16,140,1001000220007
20191027,20190918,2019-09-18,38,3,1001000220007,1,140,1001000220007
20191027,20190923,2019-09-23,39,1,1001000220007,3,140,1001000220007
20191027,20191026,2019-10-26,43,6,1001000220007,16,140,1001000220007
20191027,20190927,2019-09-27,39,5,1001000220007,1,140,1001000220007
20191027,20190902,2019-09-02,36,1,1001000220007,2,140,1001000220007
20191027,20190914,2019-09-14,37,6,1001000220007,1,140,1001000220007
20191027,20190924,2019-09-24,39,2,1001000220007,3,140,1001000220007
20191027,20191019,2019-10-19,42,6,1001000220007,6,140,1001000220007
20191027,20191013,2019-10-13,41,7,1001000220007,1,140,1001000220007
20191027,20190926,2019-09-26,39,4,1001000220007,3,140,1001000220007
20191027,20191018,2019-10-18,42,5,1001000220007,15,140,1001000220007
20191027,20190910,2019-09-10,37,2,1001000220007,3,140,1001000220007
20191027,20191002,2019-10-02,40,3,1001000220007,2,140,1001000220007
20191027,20191016,2019-10-16,42,3,1001000220007,14,140,1001000220007
20191027,20191017,2019-10-17,42,4,1001000220007,15,140,1001000220007
20191027,20191015,2019-10-15,42,2,1001000220007,16,140,1001000220007
20191027,20190911,2019-09-11,37,3,1001000220007,3,140,1001000220007
20191027,20191026,2019-10-26,43,6,1001000286730,113,41,1001000286730
20191027,20190927,2019-09-27,39,5,1001000286730,141,41,1001000286730
20191027,20191012,2019-10-12,41,6,1001000286730,67,41,1001000286730
20191027,20190913,2019-09-13,37,5,1001000286730,58,41,1001000286730
20191027,20191006,2019-10-06,40,7,1001000286730,41,41,1001000286730
20191027,20190909,2019-09-09,37,1,1001000286730,9,41,1001000286730
20191027,20191019,2019-10-19,42,6,1001000286730,72,41,1001000286730
20191027,20190912,2019-09-12,37,4,1001000286730,22,41,1001000286730
20191027,20191027,2019-10-27,43,7,1001000286730,176,41,1001000286730
20191027,20190923,2019-09-23,39,1,1001000286730,101,41,1001000286730
20191027,20191010,2019-10-10,41,4,1001000286730,71,41,1001000286730
20191027,20190902,2019-09-02,36,1,1001000286730,44,41,1001000286730
20191027,20191020,2019-10-20,42,7,1001000286730,86,41,1001000286730
20191027,20191024,2019-10-24,43,4,1001000286730,126,41,1001000286730
20191027,20190917,2019-09-17,38,2,1001000286730,43,41,1001000286730
20191027,20190915,2019-09-15,37,7,1001000286730,53,41,1001000286730
20191027,20191015,2019-10-15,42,2,1001000286730,120,41,1001000286730
20191027,20190908,2019-09-08,36,7,1001000286730,10,41,1001000286730
20191027,20190922,2019-09-22,38,7,1001000286730,123,41,1001000286730
20191027,20190921,2019-09-21,38,6,1001000286730,130,41,1001000286730
20191027,20190903,2019-09-03,36,2,1001000286730,53,41,1001000286730
20191027,20190926,2019-09-26,39,4,1001000286730,126,41,1001000286730
20191027,20191018,2019-10-18,42,5,1001000286730,143,41,1001000286730
20191027,20190905,2019-09-05,36,4,1001000286730,55,41,1001000286730
20191027,20191016,2019-10-16,42,3,1001000286730,160,41,1001000286730
20191027,20191021,2019-10-21,43,1,1001000286730,72,41,1001000286730
20191027,20191025,2019-10-25,43,5,1001000286730,78,41,1001000286730
20191027,20191011,2019-10-11,41,5,1001000286730,69,41,1001000286730
20191027,20191017,2019-10-17,42,4,1001000286730,56,41,1001000286730
20191027,20191003,2019-10-03,40,4,1001000286730,61,41,1001000286730
20191027,20190928,2019-09-28,39,6,1001000286730,22,41,1001000286730
20191027,20190929,2019-09-29,39,7,1001000286730,60,41,1001000286730
20191027,20190918,2019-09-18,38,3,1001000286730,47,41,1001000286730
20191027,20190916,2019-09-16,38,1,1001000286730,54,41,1001000286730
20191027,20191023,2019-10-23,43,3,1001000286730,130,41,1001000286730
20191027,20190910,2019-09-10,37,2,1001000286730,27,41,1001000286730
20191027,20190906,2019-09-06,36,5,1001000286730,80,41,1001000286730
20191027,20190925,2019-09-25,39,3,1001000286730,143,41,1001000286730
20191027,20190930,2019-09-30,40,1,1001000286730,81,41,1001000286730
20191027,20191014,2019-10-14,42,1,1001000286730,83,41,1001000286730
20191027,20190919,2019-09-19,38,4,1001000286730,152,41,1001000286730
20191027,20190911,2019-09-11,37,3,1001000286730,37,41,1001000286730
20191027,20190924,2019-09-24,39,2,1001000286730,55,41,1001000286730
20191027,20191001,2019-10-01,40,2,1001000286730,43,41,1001000286730
20191027,20190907,2019-09-07,36,6,1001000286730,64,41,1001000286730
20191027,20191008,2019-10-08,41,2,1001000286730,76,41,1001000286730
20191027,20191013,2019-10-13,41,7,1001000286730,118,41,1001000286730
20191027,20191007,2019-10-07,41,1,1001000286730,81,41,1001000286730
20191027,20190920,2019-09-20,38,5,1001000286730,162,41,1001000286730
20191027,20190904,2019-09-04,36,3,1001000286730,46,41,1001000286730
20191027,20191002,2019-10-02,40,3,1001000286730,45,41,1001000286730
20191027,20191005,2019-10-05,40,6,1001000286730,54,41,1001000286730
20191027,20191009,2019-10-09,41,3,1001000286730,119,41,1001000286730
20191027,20190914,2019-09-14,37,6,1001000286730,63,41,1001000286730
20191027,20191022,2019-10-22,43,2,1001000286730,68,41,1001000286730
20191027,20191004,2019-10-04,40,5,1001000286730,91,41,1001000286730
20191027,20190929,2019-09-29,39,7,1001000476968,8,177,1001000476968
20191027,20191025,2019-10-25,43,5,1001000476968,8,177,1001000476968
20191027,20191026,2019-10-26,43,6,1001000476968,8,177,1001000476968
20191027,20191014,2019-10-14,42,1,1001000476968,8,177,1001000476968
20191027,20191023,2019-10-23,43,3,1001000476968,8,177,1001000476968
20191027,20191022,2019-10-22,43,2,1001000476968,8,177,1001000476968
20191027,20191005,2019-10-05,40,6,1001000476968,8,177,1001000476968
20191027,20190921,2019-09-21,38,6,1001000476968,8,177,1001000476968
20191027,20190927,2019-09-27,39,5,1001000476968,8,177,1001000476968
20191027,20190903,2019-09-03,36,2,1001000476968,8,177,1001000476968
20191027,20190918,2019-09-18,38,3,1001000476968,8,177,1001000476968
20191027,20190922,2019-09-22,38,7,1001000476968,8,177,1001000476968
20191027,20191013,2019-10-13,41,7,1001000476968,8,177,1001000476968
20191027,20191003,2019-10-03,40,4,1001000476968,8,177,1001000476968
20191027,20190915,2019-09-15,37,7,1001000476968,8,177,1001000476968
20191027,20191012,2019-10-12,41,6,1001000476968,8,177,1001000476968
20191027,20190904,2019-09-04,36,3,1001000476968,8,177,1001000476968
20191027,20190930,2019-09-30,40,1,1001000476968,8,177,1001000476968
20191027,20190914,2019-09-14,37,6,1001000476968,8,177,1001000476968
20191027,20190905,2019-09-05,36,4,1001000476968,8,177,1001000476968
20191027,20191009,2019-10-09,41,3,1001000476968,8,177,1001000476968
20191027,20191004,2019-10-04,40,5,1001000476968,8,177,1001000476968
20191027,20190907,2019-09-07,36,6,1001000476968,8,177,1001000476968
20191027,20191015,2019-10-15,42,2,1001000476968,8,177,1001000476968
20191027,20190917,2019-09-17,38,2,1001000476968,8,177,1001000476968
20191027,20191001,2019-10-01,40,2,1001000476968,8,177,1001000476968
20191027,20191018,2019-10-18,42,5,1001000476968,8,177,1001000476968
20191027,20191027,2019-10-27,43,7,1001000476968,19,177,1001000476968
20191027,20191019,2019-10-19,42,6,1001000476968,8,177,1001000476968
20191027,20191016,2019-10-16,42,3,1001000476968,8,177,1001000476968
20191027,20190902,2019-09-02,36,1,1001000476968,8,177,1001000476968
20191027,20190910,2019-09-10,37,2,1001000476968,8,177,1001000476968
20191027,20190911,2019-09-11,37,3,1001000476968,8,177,1001000476968
20191027,20190916,2019-09-16,38,1,1001000476968,8,177,1001000476968
20191027,20190912,2019-09-12,37,4,1001000476968,8,177,1001000476968
20191027,20190906,2019-09-06,36,5,1001000476968,8,177,1001000476968
20191027,20191017,2019-10-17,42,4,1001000476968,8,177,1001000476968
20191027,20191007,2019-10-07,41,1,1001000476968,8,177,1001000476968
20191027,20190928,2019-09-28,39,6,1001000476968,8,177,1001000476968
20191027,20190908,2019-09-08,36,7,1001000476968,8,177,1001000476968
20191027,20191021,2019-10-21,43,1,1001000476968,8,177,1001000476968
20191027,20190913,2019-09-13,37,5,1001000476968,8,177,1001000476968
20191027,20190923,2019-09-23,39,1,1001000476968,8,177,1001000476968
20191027,20191011,2019-10-11,41,5,1001000476968,8,177,1001000476968
20191027,20190924,2019-09-24,39,2,1001000476968,8,177,1001000476968
20191027,20190925,2019-09-25,39,3,1001000476968,8,177,1001000476968
20191027,20191006,2019-10-06,40,7,1001000476968,8,177,1001000476968
20191027,20190909,2019-09-09,37,1,1001000476968,8,177,1001000476968
20191027,20191020,2019-10-20,42,7,1001000476968,8,177,1001000476968
20191027,20191024,2019-10-24,43,4,1001000476968,8,177,1001000476968
20191027,20191008,2019-10-08,41,2,1001000476968,8,177,1001000476968
20191027,20190926,2019-09-26,39,4,1001000476968,8,177,1001000476968
20191027,20191010,2019-10-10,41,4,1001000476968,8,177,1001000476968
20191027,20191006,2019-10-06,40,7,1001000489337,8,102,1001000489337
20191027,20191007,2019-10-07,41,1,1001000489337,8,102,1001000489337
20191027,20190904,2019-09-04,36,3,1001000489337,8,102,1001000489337
20191027,20190929,2019-09-29,39,7,1001000489337,8,102,1001000489337
20191027,20190906,2019-09-06,36,5,1001000489337,8,102,1001000489337
20191027,20190918,2019-09-18,38,3,1001000489337,8,102,1001000489337
20191027,20191025,2019-10-25,43,5,1001000489337,8,102,1001000489337
20191027,20190915,2019-09-15,37,7,1001000489337,8,102,1001000489337
20191027,20191012,2019-10-12,41,6,1001000489337,8,102,1001000489337
20191027,20191004,2019-10-04,40,5,1001000489337,8,102,1001000489337
20191027,20190917,2019-09-17,38,2,1001000489337,8,102,1001000489337
20191027,20191018,2019-10-18,42,5,1001000489337,8,102,1001000489337
20191027,20191023,2019-10-23,43,3,1001000489337,8,102,1001000489337
20191027,20191015,2019-10-15,42,2,1001000489337,8,102,1001000489337
20191027,20190912,2019-09-12,37,4,1001000489337,8,102,1001000489337
20191027,20191002,2019-10-02,40,3,1001000489337,8,102,1001000489337
20191027,20190928,2019-09-28,39,6,1001000489337,8,102,1001000489337
20191027,20191008,2019-10-08,41,2,1001000489337,8,102,1001000489337
20191027,20191026,2019-10-26,43,6,1001000489337,8,102,1001000489337
20191027,20191005,2019-10-05,40,6,1001000489337,8,102,1001000489337
20191027,20191016,2019-10-16,42,3,1001000489337,8,102,1001000489337
20191027,20191017,2019-10-17,42,4,1001000489337,8,102,1001000489337
20191027,20190910,2019-09-10,37,2,1001000489337,8,102,1001000489337
20191027,20191019,2019-10-19,42,6,1001000489337,8,102,1001000489337
20191027,20190914,2019-09-14,37,6,1001000489337,8,102,1001000489337
20191027,20191021,2019-10-21,43,1,1001000489337,8,102,1001000489337
20191027,20190909,2019-09-09,37,1,1001000489337,8,102,1001000489337
20191027,20190920,2019-09-20,38,5,1001000489337,19,102,1001000489337
20191027,20191010,2019-10-10,41,4,1001000489337,8,102,1001000489337
