f_date,input_date,s_input_date,week_of_year,input_week_day,puin,cnt,f_rank,t_r_puin
20191027,20190907,2019-09-07,36,6,1685160674,289,69,1685160674
20191027,20190925,2019-09-25,39,3,1685160674,290,69,1685160674
20191027,20191016,2019-10-16,42,3,1685160674,93,69,1685160674
20191027,20190920,2019-09-20,38,5,1685160674,269,69,1685160674
20191027,20190910,2019-09-10,37,2,1685160674,286,69,1685160674
20191027,20190926,2019-09-26,39,4,1685160674,223,69,1685160674
20191027,20191006,2019-10-06,40,7,1685160674,146,69,1685160674
20191027,20191007,2019-10-07,41,1,1685160674,120,69,1685160674
20191027,20191005,2019-10-05,40,6,1685160674,209,69,1685160674
20191027,20190902,2019-09-02,36,1,1685160674,289,69,1685160674
20191027,20190918,2019-09-18,38,3,1685160674,251,69,1685160674
20191027,20190913,2019-09-13,37,5,1685160674,265,69,1685160674
20191027,20190903,2019-09-03,36,2,1685160674,279,69,1685160674
20191027,20191019,2019-10-19,42,6,1685160674,102,69,1685160674
20191027,20190927,2019-09-27,39,5,1685160674,232,69,1685160674
20191027,20190917,2019-09-17,38,2,1685160674,218,69,1685160674
20191027,20191014,2019-10-14,42,1,1685160674,78,69,1685160674
20191027,20190908,2019-09-08,36,7,1685160674,240,69,1685160674
20191027,20190916,2019-09-16,38,1,1685160674,280,69,1685160674
20191027,20190928,2019-09-28,39,6,1685160674,222,69,1685160674
20191027,20191027,2019-10-27,43,7,1685160674,87,69,1685160674
20191027,20191013,2019-10-13,41,7,1685160674,21,69,1685160674
20191027,20190930,2019-09-30,40,1,1685160674,179,69,1685160674
20191027,20191017,2019-10-17,42,4,1685160674,112,69,1685160674
20191027,20190915,2019-09-15,37,7,1685160674,225,69,1685160674
20191027,20190921,2019-09-21,38,6,1685160674,285,69,1685160674
20191027,20190904,2019-09-04,36,3,1685160674,271,69,1685160674
20191027,20190905,2019-09-05,36,4,1685160674,276,69,1685160674
20191027,20190909,2019-09-09,37,1,1685160674,248,69,1685160674
20191027,20191011,2019-10-11,41,5,1685160674,96,69,1685160674
20191027,20190919,2019-09-19,38,4,1685160674,265,69,1685160674
20191027,20191008,2019-10-08,41,2,1685160674,201,69,1685160674
20191027,20191023,2019-10-23,43,3,1685160674,102,69,1685160674
20191027,20191010,2019-10-10,41,4,1685160674,116,69,1685160674
20191027,20190924,2019-09-24,39,2,1685160674,284,69,1685160674
20191027,20191015,2019-10-15,42,2,1685160674,82,69,1685160674
20191027,20191002,2019-10-02,40,3,1685160674,271,69,1685160674
20191027,20191018,2019-10-18,42,5,1685160674,130,69,1685160674
20191027,20191026,2019-10-26,43,6,1685160674,114,69,1685160674
20191027,20191012,2019-10-12,41,6,1685160674,47,69,1685160674
20191027,20191024,2019-10-24,43,4,1685160674,97,69,1685160674
20191027,20191004,2019-10-04,40,5,1685160674,210,69,1685160674
20191027,20190929,2019-09-29,39,7,1685160674,237,69,1685160674
20191027,20190914,2019-09-14,37,6,1685160674,187,69,1685160674
20191027,20191001,2019-10-01,40,2,1685160674,179,69,1685160674
20191027,20191020,2019-10-20,42,7,1685160674,152,69,1685160674
20191027,20191022,2019-10-22,43,2,1685160674,65,69,1685160674
20191027,20191021,2019-10-21,43,1,1685160674,143,69,1685160674
20191027,20191025,2019-10-25,43,5,1685160674,148,69,1685160674
20191027,20190911,2019-09-11,37,3,1685160674,212,69,1685160674
20191027,20190923,2019-09-23,39,1,1685160674,292,69,1685160674
20191027,20191003,2019-10-03,40,4,1685160674,187,69,1685160674
20191027,20191026,2019-10-26,43,6,1685161147,115,89,1685161147
20191027,20191005,2019-10-05,40,6,1685161147,205,89,1685161147
20191027,20190910,2019-09-10,37,2,1685161147,262,89,1685161147
20191027,20191002,2019-10-02,40,3,1685161147,237,89,1685161147
20191027,20191020,2019-10-20,42,7,1685161147,146,89,1685161147
20191027,20191025,2019-10-25,43,5,1685161147,154,89,1685161147
20191027,20190928,2019-09-28,39,6,1685161147,244,89,1685161147
20191027,20190914,2019-09-14,37,6,1685161147,218,89,1685161147
20191027,20190907,2019-09-07,36,6,1685161147,285,89,1685161147
20191027,20191009,2019-10-09,41,3,1685161147,158,89,1685161147
20191027,20190905,2019-09-05,36,4,1685161147,303,89,1685161147
20191027,20191014,2019-10-14,42,1,1685161147,84,89,1685161147
20191027,20191010,2019-10-10,41,4,1685161147,111,89,1685161147
20191027,20190902,2019-09-02,36,1,1685161147,268,89,1685161147
20191027,20190925,2019-09-25,39,3,1685161147,311,89,1685161147
20191027,20191001,2019-10-01,40,2,1685161147,224,89,1685161147
20191027,20190909,2019-09-09,37,1,1685161147,242,89,1685161147
20191027,20190912,2019-09-12,37,4,1685161147,253,89,1685161147
20191027,20190917,2019-09-17,38,2,1685161147,222,89,1685161147
20191027,20191011,2019-10-11,41,5,1685161147,111,89,1685161147
20191027,20190924,2019-09-24,39,2,1685161147,292,89,1685161147
20191027,20190920,2019-09-20,38,5,1685161147,263,89,1685161147
20191027,20191022,2019-10-22,43,2,1685161147,68,89,1685161147
20191027,20190916,2019-09-16,38,1,1685161147,276,89,1685161147
20191027,20191013,2019-10-13,41,7,1685161147,36,89,1685161147
20191027,20191007,2019-10-07,41,1,1685161147,105,89,1685161147
20191027,20190927,2019-09-27,39,5,1685161147,221,89,1685161147
20191027,20191006,2019-10-06,40,7,1685161147,150,89,1685161147
20191027,20191027,2019-10-27,43,7,1685161147,97,89,1685161147
20191027,20190919,2019-09-19,38,4,1685161147,263,89,1685161147
20191027,20190930,2019-09-30,40,1,1685161147,208,89,1685161147
20191027,20191015,2019-10-15,42,2,1685161147,76,89,1685161147
20191027,20190915,2019-09-15,37,7,1685161147,230,89,1685161147
20191027,20190922,2019-09-22,38,7,1685161147,287,89,1685161147
20191027,20191003,2019-10-03,40,4,1685161147,192,89,1685161147
20191027,20190923,2019-09-23,39,1,1685161147,255,89,1685161147
20191027,20191018,2019-10-18,42,5,1685161147,118,89,1685161147
20191027,20191008,2019-10-08,41,2,1685161147,144,89,1685161147
20191027,20190929,2019-09-29,39,7,1685161147,212,89,1685161147
20191027,20191016,2019-10-16,42,3,1685161147,98,89,1685161147
20191027,20190913,2019-09-13,37,5,1685161147,277,89,1685161147
20191027,20191021,2019-10-21,43,1,1685161147,133,89,1685161147
20191027,20190911,2019-09-11,37,3,1685161147,238,89,1685161147
20191027,20191017,2019-10-17,42,4,1685161147,92,89,1685161147
20191027,20190921,2019-09-21,38,6,1685161147,276,89,1685161147
20191027,20191019,2019-10-19,42,6,1685161147,107,89,1685161147
20191027,20191024,2019-10-24,43,4,1685161147,120,89,1685161147
20191027,20190904,2019-09-04,36,3,1685161147,266,89,1685161147
20191027,20190926,2019-09-26,39,4,1685161147,227,89,1685161147
20191027,20191012,2019-10-12,41,6,1685161147,54,89,1685161147
20191027,20190918,2019-09-18,38,3,1685161147,203,89,1685161147
20191027,20190903,2019-09-03,36,2,1685161147,274,89,1685161147
20191027,20191004,2019-10-04,40,5,1685161147,183,89,1685161147
20191027,20190908,2019-09-08,36,7,1685161147,243,89,1685161147
20191027,20190906,2019-09-06,36,5,1685161147,297,89,1685161147
20191027,20191023,2019-10-23,43,3,1685161147,103,89,1685161147
20191027,20191017,2019-10-17,42,4,1685161287,88,66,1685161287
20191027,20190905,2019-09-05,36,4,1685161287,265,66,1685161287
20191027,20190923,2019-09-23,39,1,1685161287,252,66,1685161287
20191027,20190912,2019-09-12,37,4,1685161287,239,66,1685161287
20191027,20190913,2019-09-13,37,5,1685161287,224,66,1685161287
20191027,20190906,2019-09-06,36,5,1685161287,318,66,1685161287
20191027,20190917,2019-09-17,38,2,1685161287,225,66,1685161287
20191027,20191016,2019-10-16,42,3,1685161287,73,66,1685161287
20191027,20190926,2019-09-26,39,4,1685161287,238,66,1685161287
20191027,20190919,2019-09-19,38,4,1685161287,265,66,1685161287
20191027,20190928,2019-09-28,39,6,1685161287,227,66,1685161287
20191027,20190922,2019-09-22,38,7,1685161287,288,66,1685161287
20191027,20191006,2019-10-06,40,7,1685161287,180,66,1685161287
20191027,20191022,2019-10-22,43,2,1685161287,61,66,1685161287
20191027,20191018,2019-10-18,42,5,1685161287,144,66,1685161287
20191027,20190927,2019-09-27,39,5,1685161287,247,66,1685161287
20191027,20190910,2019-09-10,37,2,1685161287,264,66,1685161287
20191027,20190930,2019-09-30,40,1,1685161287,167,66,1685161287
20191027,20190903,2019-09-03,36,2,1685161287,275,66,1685161287
20191027,20191020,2019-10-20,42,7,1685161287,151,66,1685161287
20191027,20190924,2019-09-24,39,2,1685161287,331,66,1685161287
20191027,20190918,2019-09-18,38,3,1685161287,249,66,1685161287
20191027,20190921,2019-09-21,38,6,1685161287,255,66,1685161287
20191027,20191014,2019-10-14,42,1,1685161287,74,66,1685161287
20191027,20191027,2019-10-27,43,7,1685161287,95,66,1685161287
20191027,20190916,2019-09-16,38,1,1685161287,290,66,1685161287
20191027,20190914,2019-09-14,37,6,1685161287,201,66,1685161287
20191027,20191004,2019-10-04,40,5,1685161287,200,66,1685161287
20191027,20191011,2019-10-11,41,5,1685161287,91,66,1685161287
20191027,20191013,2019-10-13,41,7,1685161287,35,66,1685161287
20191027,20191002,2019-10-02,40,3,1685161287,262,66,1685161287
20191027,20191012,2019-10-12,41,6,1685161287,37,66,1685161287
20191027,20191015,2019-10-15,42,2,1685161287,66,66,1685161287
20191027,20190920,2019-09-20,38,5,1685161287,234,66,1685161287
20191027,20191001,2019-10-01,40,2,1685161287,201,66,1685161287
20191027,20191025,2019-10-25,43,5,1685161287,142,66,1685161287
20191027,20190904,2019-09-04,36,3,1685161287,257,66,1685161287
20191027,20191003,2019-10-03,40,4,1685161287,176,66,1685161287
20191027,20190909,2019-09-09,37,1,1685161287,209,66,1685161287
20191027,20191023,2019-10-23,43,3,1685161287,119,66,1685161287
20191027,20191009,2019-10-09,41,3,1685161287,160,66,1685161287
20191027,20191024,2019-10-24,43,4,1685161287,129,66,1685161287
20191027,20190907,2019-09-07,36,6,1685161287,258,66,1685161287
20191027,20190915,2019-09-15,37,7,1685161287,222,66,1685161287
20191027,20191021,2019-10-21,43,1,1685161287,126,66,1685161287
20191027,20190908,2019-09-08,36,7,1685161287,252,66,1685161287
20191027,20190929,2019-09-29,39,7,1685161287,204,66,1685161287
20191027,20191019,2019-10-19,42,6,1685161287,101,66,1685161287
20191027,20191005,2019-10-05,40,6,1685161287,214,66,1685161287
20191027,20190925,2019-09-25,39,3,1685161287,299,66,1685161287
20191027,20191008,2019-10-08,41,2,1685161287,167,66,1685161287
20191027,20191026,2019-10-26,43,6,1685161287,105,66,1685161287
20191027,20190911,2019-09-11,37,3,1685161287,216,66,1685161287
20191027,20190902,2019-09-02,36,1,1685161287,303,66,1685161287
20191027,20191007,2019-10-07,41,1,1685161287,130,66,1685161287
20191027,20191010,2019-10-10,41,4,1685161287,111,66,1685161287
20191027,20190926,2019-09-26,39,4,1685161374,255,109,1685161374
20191027,20190929,2019-09-29,39,7,1685161374,216,109,1685161374
20191027,20190914,2019-09-14,37,6,1685161374,206,109,1685161374
20191027,20191026,2019-10-26,43,6,1685161374,113,109,1685161374
20191027,20191009,2019-10-09,41,3,1685161374,169,109,1685161374
20191027,20191001,2019-10-01,40,2,1685161374,218,109,1685161374
20191027,20190920,2019-09-20,38,5,1685161374,257,109,1685161374
20191027,20190910,2019-09-10,37,2,1685161374,261,109,1685161374
20191027,20191023,2019-10-23,43,3,1685161374,85,109,1685161374
20191027,20191005,2019-10-05,40,6,1685161374,211,109,1685161374
20191027,20191024,2019-10-24,43,4,1685161374,107,109,1685161374
20191027,20191007,2019-10-07,41,1,1685161374,121,109,1685161374
20191027,20190916,2019-09-16,38,1,1685161374,282,109,1685161374
20191027,20190919,2019-09-19,38,4,1685161374,296,109,1685161374
20191027,20190913,2019-09-13,37,5,1685161374,253,109,1685161374
20191027,20190930,2019-09-30,40,1,1685161374,201,109,1685161374
20191027,20190915,2019-09-15,37,7,1685161374,243,109,1685161374
20191027,20191016,2019-10-16,42,3,1685161374,89,109,1685161374
20191027,20190928,2019-09-28,39,6,1685161374,213,109,1685161374
20191027,20190923,2019-09-23,39,1,1685161374,259,109,1685161374
20191027,20191002,2019-10-02,40,3,1685161374,236,109,1685161374
20191027,20191021,2019-10-21,43,1,1685161374,109,109,1685161374
20191027,20190927,2019-09-27,39,5,1685161374,211,109,1685161374
20191027,20190908,2019-09-08,36,7,1685161374,253,109,1685161374
20191027,20190918,2019-09-18,38,3,1685161374,245,109,1685161374
20191027,20190907,2019-09-07,36,6,1685161374,274,109,1685161374
20191027,20190912,2019-09-12,37,4,1685161374,276,109,1685161374
20191027,20191015,2019-10-15,42,2,1685161374,79,109,1685161374
20191027,20191019,2019-10-19,42,6,1685161374,131,109,1685161374
20191027,20190904,2019-09-04,36,3,1685161374,276,109,1685161374
20191027,20191020,2019-10-20,42,7,1685161374,145,109,1685161374
20191027,20191027,2019-10-27,43,7,1685161374,101,109,1685161374
20191027,20191025,2019-10-25,43,5,1685161374,132,109,1685161374
20191027,20190925,2019-09-25,39,3,1685161374,317,109,1685161374
20191027,20191006,2019-10-06,40,7,1685161374,153,109,1685161374
20191027,20190911,2019-09-11,37,3,1685161374,205,109,1685161374
20191027,20190902,2019-09-02,36,1,1685161374,267,109,1685161374
20191027,20190905,2019-09-05,36,4,1685161374,299,109,1685161374
20191027,20191008,2019-10-08,41,2,1685161374,170,109,1685161374
20191027,20191017,2019-10-17,42,4,1685161374,119,109,1685161374
20191027,20191014,2019-10-14,42,1,1685161374,70,109,1685161374
20191027,20191012,2019-10-12,41,6,1685161374,57,109,1685161374
20191027,20190924,2019-09-24,39,2,1685161374,285,109,1685161374
20191027,20190922,2019-09-22,38,7,1685161374,275,109,1685161374
20191027,20190903,2019-09-03,36,2,1685161374,305,109,1685161374
20191027,20191018,2019-10-18,42,5,1685161374,110,109,1685161374
20191027,20191003,2019-10-03,40,4,1685161374,184,109,1685161374
20191027,20191022,2019-10-22,43,2,1685161374,55,109,1685161374
20191027,20190909,2019-09-09,37,1,1685161374,210,109,1685161374
20191027,20191011,2019-10-11,41,5,1685161374,80,109,1685161374
20191027,20190906,2019-09-06,36,5,1685161374,286,109,1685161374
20191027,20191004,2019-10-04,40,5,1685161374,226,109,1685161374
20191027,20190917,2019-09-17,38,2,1685161374,224,109,1685161374
20191027,20190921,2019-09-21,38,6,1685161374,249,109,1685161374
20191027,20191010,2019-10-10,41,4,1685161374,138,109,1685161374
20191027,20191013,2019-10-13,41,7,1685161374,42,109,1685161374
20191027,20191025,2019-10-25,43,5,1685161748,129,52,1685161748
20191027,20191003,2019-10-03,40,4,1685161748,173,52,1685161748
20191027,20191009,2019-10-09,41,3,1685161748,161,52,1685161748
20191027,20191001,2019-10-01,40,2,1685161748,199,52,1685161748
20191027,20190910,2019-09-10,37,2,1685161748,267,52,1685161748
20191027,20190929,2019-09-29,39,7,1685161748,221,52,1685161748
20191027,20191011,2019-10-11,41,5,1685161748,79,52,1685161748
20191027,20191012,2019-10-12,41,6,1685161748,40,52,1685161748
20191027,20191026,2019-10-26,43,6,1685161748,113,52,1685161748
20191027,20190927,2019-09-27,39,5,1685161748,229,52,1685161748
20191027,20190915,2019-09-15,37,7,1685161748,219,52,1685161748
20191027,20190903,2019-09-03,36,2,1685161748,290,52,1685161748
20191027,20191018,2019-10-18,42,5,1685161748,132,52,1685161748
20191027,20190923,2019-09-23,39,1,1685161748,221,52,1685161748
20191027,20191019,2019-10-19,42,6,1685161748,127,52,1685161748
20191027,20190921,2019-09-21,38,6,1685161748,274,52,1685161748
20191027,20191002,2019-10-02,40,3,1685161748,270,52,1685161748
20191027,20191023,2019-10-23,43,3,1685161748,101,52,1685161748
20191027,20190905,2019-09-05,36,4,1685161748,251,52,1685161748
20191027,20191014,2019-10-14,42,1,1685161748,77,52,1685161748
20191027,20191004,2019-10-04,40,5,1685161748,214,52,1685161748
20191027,20190926,2019-09-26,39,4,1685161748,239,52,1685161748
20191027,20191007,2019-10-07,41,1,1685161748,114,52,1685161748
20191027,20190909,2019-09-09,37,1,1685161748,217,52,1685161748
20191027,20191015,2019-10-15,42,2,1685161748,77,52,1685161748
20191027,20190907,2019-09-07,36,6,1685161748,265,52,1685161748
20191027,20191010,2019-10-10,41,4,1685161748,130,52,1685161748
20191027,20191008,2019-10-08,41,2,1685161748,151,52,1685161748
20191027,20190922,2019-09-22,38,7,1685161748,254,52,1685161748
20191027,20190925,2019-09-25,39,3,1685161748,305,52,1685161748
20191027,20190928,2019-09-28,39,6,1685161748,187,52,1685161748
20191027,20191021,2019-10-21,43,1,1685161748,98,52,1685161748
20191027,20191024,2019-10-24,43,4,1685161748,104,52,1685161748
20191027,20190906,2019-09-06,36,5,1685161748,310,52,1685161748
20191027,20190914,2019-09-14,37,6,1685161748,210,52,1685161748
20191027,20190916,2019-09-16,38,1,1685161748,282,52,1685161748
20191027,20190919,2019-09-19,38,4,1685161748,256,52,1685161748
20191027,20191005,2019-10-05,40,6,1685161748,237,52,1685161748
20191027,20190918,2019-09-18,38,3,1685161748,239,52,1685161748
20191027,20191013,2019-10-13,41,7,1685161748,36,52,1685161748
20191027,20190902,2019-09-02,36,1,1685161748,253,52,1685161748
20191027,20191016,2019-10-16,42,3,1685161748,89,52,1685161748
20191027,20191017,2019-10-17,42,4,1685161748,110,52,1685161748
20191027,20191020,2019-10-20,42,7,1685161748,167,52,1685161748
20191027,20191022,2019-10-22,43,2,1685161748,81,52,1685161748
20191027,20190912,2019-09-12,37,4,1685161748,278,52,1685161748
20191027,20190930,2019-09-30,40,1,1685161748,187,52,1685161748
20191027,20190908,2019-09-08,36,7,1685161748,262,52,1685161748
20191027,20191006,2019-10-06,40,7,1685161748,178,52,1685161748
20191027,20190904,2019-09-04,36,3,1685161748,262,52,1685161748
20191027,20191027,2019-10-27,43,7,1685161748,98,52,1685161748
20191027,20190913,2019-09-13,37,5,1685161748,269,52,1685161748
20191027,20190917,2019-09-17,38,2,1685161748,208,52,1685161748
20191027,20190924,2019-09-24,39,2,1685161748,258,52,1685161748
20191027,20190911,2019-09-11,37,3,1685161748,224,52,1685161748
20191027,20190920,2019-09-20,38,5,1685161748,260,52,1685161748
20191027,20190917,2019-09-17,38,2,1685161819,233,73,1685161819
20191027,20191027,2019-10-27,43,7,1685161819,91,73,1685161819
20191027,20190906,2019-09-06,36,5,1685161819,317,73,1685161819
20191027,20191003,2019-10-03,40,4,1685161819,182,73,1685161819
20191027,20190928,2019-09-28,39,6,1685161819,245,73,1685161819
20191027,20190902,2019-09-02,36,1,1685161819,296,73,1685161819
20191027,20190927,2019-09-27,39,5,1685161819,201,73,1685161819
20191027,20191005,2019-10-05,40,6,1685161819,215,73,1685161819
20191027,20190915,2019-09-15,37,7,1685161819,195,73,1685161819
20191027,20191023,2019-10-23,43,3,1685161819,100,73,1685161819
20191027,20190905,2019-09-05,36,4,1685161819,265,73,1685161819
20191027,20190930,2019-09-30,40,1,1685161819,181,73,1685161819
20191027,20190913,2019-09-13,37,5,1685161819,244,73,1685161819
20191027,20190914,2019-09-14,37,6,1685161819,221,73,1685161819
20191027,20191018,2019-10-18,42,5,1685161819,121,73,1685161819
20191027,20191015,2019-10-15,42,2,1685161819,60,73,1685161819
20191027,20191014,2019-10-14,42,1,1685161819,72,73,1685161819
20191027,20191025,2019-10-25,43,5,1685161819,152,73,1685161819
20191027,20191020,2019-10-20,42,7,1685161819,145,73,1685161819
20191027,20190924,2019-09-24,39,2,1685161819,303,73,1685161819
20191027,20190909,2019-09-09,37,1,1685161819,230,73,1685161819
20191027,20190918,2019-09-18,38,3,1685161819,230,73,1685161819
20191027,20190910,2019-09-10,37,2,1685161819,247,73,1685161819
20191027,20190923,2019-09-23,39,1,1685161819,270,73,1685161819
20191027,20191019,2019-10-19,42,6,1685161819,106,73,1685161819
20191027,20191002,2019-10-02,40,3,1685161819,248,73,1685161819
20191027,20190925,2019-09-25,39,3,1685161819,298,73,1685161819
20191027,20191010,2019-10-10,41,4,1685161819,150,73,1685161819
20191027,20190903,2019-09-03,36,2,1685161819,264,73,1685161819
20191027,20191022,2019-10-22,43,2,1685161819,58,73,1685161819
20191027,20191013,2019-10-13,41,7,1685161819,46,73,1685161819
20191027,20191001,2019-10-01,40,2,1685161819,202,73,1685161819
20191027,20191017,2019-10-17,42,4,1685161819,103,73,1685161819
20191027,20191021,2019-10-21,43,1,1685161819,117,73,1685161819
20191027,20190929,2019-09-29,39,7,1685161819,208,73,1685161819
20191027,20190907,2019-09-07,36,6,1685161819,262,73,1685161819
20191027,20190912,2019-09-12,37,4,1685161819,293,73,1685161819
20191027,20191008,2019-10-08,41,2,1685161819,159,73,1685161819
20191027,20191006,2019-10-06,40,7,1685161819,169,73,1685161819
20191027,20191012,2019-10-12,41,6,1685161819,38,73,1685161819
20191027,20190904,2019-09-04,36,3,1685161819,274,73,1685161819
20191027,20190920,2019-09-20,38,5,1685161819,291,73,1685161819
20191027,20191016,2019-10-16,42,3,1685161819,94,73,1685161819
20191027,20190926,2019-09-26,39,4,1685161819,247,73,1685161819
20191027,20191024,2019-10-24,43,4,1685161819,124,73,1685161819
20191027,20191004,2019-10-04,40,5,1685161819,180,73,1685161819
20191027,20190908,2019-09-08,36,7,1685161819,270,73,1685161819
20191027,20190916,2019-09-16,38,1,1685161819,284,73,1685161819
20191027,20191026,2019-10-26,43,6,1685161819,100,73,1685161819
20191027,20191009,2019-10-09,41,3,1685161819,164,73,1685161819
20191027,20190911,2019-09-11,37,3,1685161819,215,73,1685161819
20191027,20191011,2019-10-11,41,5,1685161819,94,73,1685161819
20191027,20190921,2019-09-21,38,6,1685161819,280,73,1685161819
20191027,20190922,2019-09-22,38,7,1685161819,304,73,1685161819
20191027,20191007,2019-10-07,41,1,1685161819,110,73,1685161819
20191027,20190919,2019-09-19,38,4,1685161819,274,73,1685161819
20191027,20190903,2019-09-03,36,2,1685162081,285,135,1685162081
20191027,20191027,2019-10-27,43,7,1685162081,104,135,1685162081
20191027,20191012,2019-10-12,41,6,1685162081,47,135,1685162081
20191027,20190917,2019-09-17,38,2,1685162081,249,135,1685162081
20191027,20190916,2019-09-16,38,1,1685162081,280,135,1685162081
20191027,20190929,2019-09-29,39,7,1685162081,253,135,1685162081
20191027,20191026,2019-10-26,43,6,1685162081,105,135,1685162081
20191027,20190904,2019-09-04,36,3,1685162081,269,135,1685162081
20191027,20190918,2019-09-18,38,3,1685162081,247,135,1685162081
20191027,20190927,2019-09-27,39,5,1685162081,192,135,1685162081
20191027,20191006,2019-10-06,40,7,1685162081,143,135,1685162081
20191027,20191013,2019-10-13,41,7,1685162081,47,135,1685162081
20191027,20190907,2019-09-07,36,6,1685162081,307,135,1685162081
20191027,20190915,2019-09-15,37,7,1685162081,217,135,1685162081
20191027,20191025,2019-10-25,43,5,1685162081,142,135,1685162081
20191027,20191019,2019-10-19,42,6,1685162081,97,135,1685162081
20191027,20190925,2019-09-25,39,3,1685162081,301,135,1685162081
20191027,20190926,2019-09-26,39,4,1685162081,242,135,1685162081
20191027,20191024,2019-10-24,43,4,1685162081,111,135,1685162081
20191027,20190909,2019-09-09,37,1,1685162081,224,135,1685162081
20191027,20190906,2019-09-06,36,5,1685162081,347,135,1685162081
20191027,20191005,2019-10-05,40,6,1685162081,224,135,1685162081
20191027,20190913,2019-09-13,37,5,1685162081,255,135,1685162081
20191027,20190902,2019-09-02,36,1,1685162081,290,135,1685162081
20191027,20191020,2019-10-20,42,7,1685162081,144,135,1685162081
20191027,20191014,2019-10-14,42,1,1685162081,69,135,1685162081
20191027,20190928,2019-09-28,39,6,1685162081,220,135,1685162081
20191027,20191002,2019-10-02,40,3,1685162081,237,135,1685162081
20191027,20191017,2019-10-17,42,4,1685162081,108,135,1685162081
20191027,20191023,2019-10-23,43,3,1685162081,107,135,1685162081
20191027,20190921,2019-09-21,38,6,1685162081,261,135,1685162081
20191027,20191016,2019-10-16,42,3,1685162081,111,135,1685162081
20191027,20190912,2019-09-12,37,4,1685162081,282,135,1685162081
20191027,20190908,2019-09-08,36,7,1685162081,266,135,1685162081
20191027,20190920,2019-09-20,38,5,1685162081,270,135,1685162081
20191027,20191022,2019-10-22,43,2,1685162081,68,135,1685162081
20191027,20190930,2019-09-30,40,1,1685162081,176,135,1685162081
20191027,20191009,2019-10-09,41,3,1685162081,177,135,1685162081
20191027,20190922,2019-09-22,38,7,1685162081,308,135,1685162081
20191027,20190914,2019-09-14,37,6,1685162081,241,135,1685162081
20191027,20190911,2019-09-11,37,3,1685162081,225,135,1685162081
20191027,20191015,2019-10-15,42,2,1685162081,67,135,1685162081
20191027,20191010,2019-10-10,41,4,1685162081,123,135,1685162081
20191027,20191001,2019-10-01,40,2,1685162081,196,135,1685162081
20191027,20190919,2019-09-19,38,4,1685162081,264,135,1685162081
20191027,20191018,2019-10-18,42,5,1685162081,95,135,1685162081
20191027,20191003,2019-10-03,40,4,1685162081,198,135,1685162081
20191027,20191011,2019-10-11,41,5,1685162081,94,135,1685162081
20191027,20190923,2019-09-23,39,1,1685162081,255,135,1685162081
20191027,20190905,2019-09-05,36,4,1685162081,271,135,1685162081
20191027,20190910,2019-09-10,37,2,1685162081,268,135,1685162081
20191027,20191007,2019-10-07,41,1,1685162081,122,135,1685162081
20191027,20191008,2019-10-08,41,2,1685162081,154,135,1685162081
20191027,20191004,2019-10-04,40,5,1685162081,183,135,1685162081
20191027,20191021,2019-10-21,43,1,1685162081,119,135,1685162081
20191027,20190924,2019-09-24,39,2,1685162081,293,135,1685162081
20191027,20190922,2019-09-22,38,7,1686044523,500,49,1686044523
20191027,20191014,2019-10-14,42,1,1686044523,500,49,1686044523
20191027,20191016,2019-10-16,42,3,1686044523,500,49,1686044523
20191027,20190915,2019-09-15,37,7,1686044523,491,49,1686044523
20191027,20191027,2019-10-27,43,7,1686044523,466,49,1686044523
20191027,20191026,2019-10-26,43,6,1686044523,500,49,1686044523
20191027,20190907,2019-09-07,36,6,1686044523,500,49,1686044523
20191027,20190928,2019-09-28,39,6,1686044523,497,49,1686044523
20191027,20190913,2019-09-13,37,5,1686044523,501,49,1686044523
20191027,20191009,2019-10-09,41,3,1686044523,500,49,1686044523
20191027,20190920,2019-09-20,38,5,1686044523,500,49,1686044523
20191027,20191003,2019-10-03,40,4,1686044523,499,49,1686044523
20191027,20191025,2019-10-25,43,5,1686044523,498,49,1686044523
20191027,20191004,2019-10-04,40,5,1686044523,499,49,1686044523
20191027,20190925,2019-09-25,39,3,1686044523,500,49,1686044523
20191027,20191008,2019-10-08,41,2,1686044523,499,49,1686044523
20191027,20191007,2019-10-07,41,1,1686044523,499,49,1686044523
20191027,20190911,2019-09-11,37,3,1686044523,499,49,1686044523
20191027,20190902,2019-09-02,36,1,1686044523,500,49,1686044523
20191027,20190914,2019-09-14,37,6,1686044523,500,49,1686044523
20191027,20191005,2019-10-05,40,6,1686044523,498,49,1686044523
20191027,20190927,2019-09-27,39,5,1686044523,500,49,1686044523
20191027,20191013,2019-10-13,41,7,1686044523,500,49,1686044523
20191027,20190908,2019-09-08,36,7,1686044523,500,49,1686044523
20191027,20191022,2019-10-22,43,2,1686044523,500,49,1686044523
20191027,20191020,2019-10-20,42,7,1686044523,500,49,1686044523
20191027,20190916,2019-09-16,38,1,1686044523,490,49,1686044523
20191027,20190909,2019-09-09,37,1,1686044523,500,49,1686044523
20191027,20191023,2019-10-23,43,3,1686044523,500,49,1686044523
20191027,20191002,2019-10-02,40,3,1686044523,498,49,1686044523
20191027,20190918,2019-09-18,38,3,1686044523,492,49,1686044523
20191027,20190910,2019-09-10,37,2,1686044523,500,49,1686044523
20191027,20190924,2019-09-24,39,2,1686044523,494,49,1686044523
20191027,20191024,2019-10-24,43,4,1686044523,499,49,1686044523
